Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OperatorSkillScore,RequiredSkillByRole,Name,Email,Phone Number,Skills
25,No,Non-Travel,1230,Quality Control,17,4,Dairy Science,1,352,3,Male,137,4,1,Cold Storage Supervisor,4,Married,27443,17701,9,No,16,2,2,0,31,0,3,15,16,9,7,0.206075469,0.4,Dev Sharma,dev.sharma314@example.com,918000000000.0,
34,No,Frequently,1016,Maintenance,46,1,Mechanical Engineering,1,353,3,Male,121,3,4,Milk Processing Operator,1,Divorced,117375,18066,7,Yes,15,3,3,0,31,0,3,3,7,3,17,0.697340248,0.45,Nisha Rana,nisha.rana444@example.com,917000000000.0,
56,No,Rarely,1360,Maintenance,24,3,Food Technology,1,354,1,Female,81,2,4,Logistics & Supply Chain Coordinator,4,Married,37084,6721,8,No,23,1,4,1,31,2,4,1,2,7,3,0.406158579,0.35,Priya Pillai,priya.pillai700@example.com,917000000000.0,
52,No,Frequently,1387,Production,11,1,Dairy Science,1,355,3,Female,106,2,4,Dairy Lab Technician,3,Divorced,109447,14446,6,No,16,2,4,0,25,4,3,11,9,5,0,0.345878236,0.55,Kavya Patel,kavya.patel573@example.com,918000000000.0,
27,Yes,Rarely,282,Farm Operations,26,4,Biotechnology,1,356,2,Male,87,4,3,Dairy Lab Technician,1,Single,24383,8304,4,Yes,16,1,4,2,10,0,1,26,1,4,14,0.208496598,0.55,Arjun Mehta,arjun.mehta762@example.com,919000000000.0,
24,No,Frequently,1296,Quality Control,34,3,Mechanical Engineering,1,357,3,Female,109,2,2,Logistics & Supply Chain Coordinator,3,Divorced,112313,15565,8,No,17,3,4,0,17,3,3,23,3,14,19,0.827613434,0.35,Priya Trivedi,priya.trivedi247@example.com,918000000000.0,
58,No,Frequently,1460,Logistics,28,3,Biotechnology,1,358,4,Female,135,3,4,Cheese Production Technician,1,Divorced,54361,12199,7,No,17,4,2,1,38,0,3,16,13,3,3,0.838573929,0.5,Sneha Bose,sneha.bose107@example.com,919000000000.0,
23,No,Non-Travel,245,Maintenance,3,2,Mechanical Engineering,1,359,3,Male,147,2,2,Maintenance Engineer,4,Divorced,100294,3920,9,No,19,3,3,2,4,1,3,19,10,4,8,0.242992209,0.6,Nisha Nair,nisha.nair798@example.com,919000000000.0,
25,Yes,Non-Travel,817,Quality Control,11,1,Dairy Science,1,360,1,Female,68,4,1,Milk Processing Operator,4,Divorced,81331,15227,8,No,23,2,2,0,15,4,2,20,13,14,19,0.565270726,0.45,Rohit Malhotra,rohit.malhotra717@example.com,919000000000.0,
51,No,Rarely,1127,Farm Operations,38,4,Food Technology,1,361,2,Male,133,3,2,Packaging Machine Operator,4,Single,115057,9694,9,No,20,2,1,0,10,0,2,29,12,12,9,0.306802121,0.4,Arjun Iyer,arjun.iyer181@example.com,920000000000.0,
49,No,Rarely,461,Production,14,4,Biotechnology,1,362,1,Male,105,1,3,Cold Storage Supervisor,2,Single,40529,8298,7,No,11,3,3,0,34,4,3,9,3,14,14,0.731081288,0.4,Pooja Sharma,pooja.sharma547@example.com,919000000000.0,
54,No,Frequently,375,Maintenance,26,3,Mechanical Engineering,1,363,4,Male,63,3,3,Logistics & Supply Chain Coordinator,2,Single,78574,8629,5,No,21,2,3,2,10,0,2,19,1,10,2,0.66577403,0.35,Nisha Joshi,nisha.joshi932@example.com,916000000000.0,
59,No,Rarely,1389,Quality Control,48,2,Logistics,1,364,3,Male,82,2,2,Maintenance Engineer,1,Divorced,108627,14719,3,No,21,2,4,0,22,3,2,7,1,0,1,0.407991569,0.6,Ankit Kapoor,ankit.kapoor35@example.com,917000000000.0,
35,Yes,Rarely,856,Quality Control,21,3,Dairy Science,1,365,1,Female,59,1,3,Milk Processing Operator,2,Single,116917,7146,8,No,21,1,4,1,33,3,4,17,10,6,4,0.281872197,0.45,Ankit Desai,ankit.desai320@example.com,917000000000.0,
32,No,Rarely,1041,Quality Control,39,3,Food Technology,1,366,1,Male,129,3,3,Farm Liaison Officer,4,Married,50932,19387,8,No,13,4,4,2,16,4,1,24,4,7,0,0.781854464,0.3,Sahil Kapoor,sahil.kapoor432@example.com,919000000000.0,
49,No,Frequently,569,Farm Operations,30,3,Dairy Science,1,367,1,Male,113,1,1,Cold Storage Supervisor,2,Single,21908,12306,9,No,13,3,4,2,9,5,2,17,8,11,10,0.671976735,0.4,Sneha Iyer,sneha.iyer15@example.com,916000000000.0,
38,Yes,Rarely,253,Farm Operations,8,3,Logistics,1,368,1,Male,113,1,4,Dairy Lab Technician,2,Divorced,50358,4589,9,Yes,22,1,1,0,17,2,1,17,19,8,11,0.204773962,0.55,Karan Malhotra,karan.malhotra6@example.com,918000000000.0,
36,No,Frequently,889,Farm Operations,20,4,Food Technology,1,369,4,Male,111,1,3,Logistics & Supply Chain Coordinator,3,Married,50412,6310,8,No,24,2,4,2,7,2,2,28,16,12,2,0.639510247,0.35,Meera Kapoor,meera.kapoor7@example.com,918000000000.0,
38,Yes,Non-Travel,1350,Logistics,48,4,Logistics,1,370,4,Female,117,3,4,Dairy Lab Technician,1,Divorced,103710,4241,9,Yes,20,1,2,1,25,1,3,1,11,2,15,0.767207219,0.55,Amit Bose,amit.bose714@example.com,918000000000.0,
47,No,Rarely,566,Quality Control,32,3,Dairy Science,1,371,3,Female,140,2,2,Milk Processing Operator,1,Married,101032,15601,2,Yes,19,4,3,2,2,5,2,11,17,14,13,0.613537642,0.45,Riya Reddy,riya.reddy720@example.com,919000000000.0,
45,Yes,Rarely,1494,Maintenance,22,3,Mechanical Engineering,1,372,3,Female,141,3,2,Dairy Lab Technician,1,Divorced,22928,9711,2,Yes,21,3,1,1,23,2,2,9,2,8,11,0.497299574,0.55,Arjun Iyer,arjun.iyer83@example.com,916000000000.0,
56,No,Rarely,843,Farm Operations,7,2,Dairy Science,1,373,2,Male,92,2,3,Cold Storage Supervisor,2,Divorced,85158,2938,5,No,22,4,1,0,2,4,1,7,4,9,19,0.608742865,0.4,Nisha Sharma,nisha.sharma989@example.com,919000000000.0,
45,Yes,Non-Travel,578,Farm Operations,9,3,Dairy Science,1,374,4,Female,129,3,2,Cheese Production Technician,4,Married,50632,6301,5,Yes,17,4,3,2,37,2,3,18,19,4,15,0.63379844,0.5,Vivek Reddy,vivek.reddy411@example.com,917000000000.0,
42,No,Rarely,272,Quality Control,45,4,Dairy Science,1,375,1,Female,108,3,1,Maintenance Engineer,3,Single,52309,5970,5,No,23,1,3,1,1,1,4,9,13,9,7,0.648024237,0.6,Rohit Patel,rohit.patel358@example.com,919000000000.0,
28,No,Rarely,1114,Farm Operations,1,1,Biotechnology,1,376,1,Male,101,3,3,Cheese Production Technician,1,Married,29280,5999,4,No,22,1,3,0,34,0,1,10,15,5,16,0.876931538,0.5,Sneha Iyer,sneha.iyer856@example.com,917000000000.0,
31,No,Rarely,1471,Logistics,29,4,Logistics,1,377,2,Female,146,2,3,Logistics & Supply Chain Coordinator,2,Married,60449,5408,4,Yes,22,4,1,1,16,2,3,13,18,0,16,0.325053451,0.35,Rohit Malhotra,rohit.malhotra481@example.com,917000000000.0,
20,No,Frequently,1059,Logistics,8,2,Logistics,1,378,1,Male,68,3,3,Cheese Production Technician,4,Married,107171,15807,1,Yes,12,2,2,2,8,4,3,25,8,8,6,0.636165189,0.5,Nisha Mehta,nisha.mehta263@example.com,917000000000.0,
20,No,Rarely,242,Farm Operations,4,4,Logistics,1,379,2,Female,70,1,2,Dairy Quality Analyst,3,Married,46957,10962,6,No,21,3,2,2,35,4,1,14,16,8,14,0.331595324,0.55,Priya Malhotra,priya.malhotra27@example.com,917000000000.0,
53,No,Frequently,576,Quality Control,35,1,Biotechnology,1,380,3,Female,71,3,2,Maintenance Engineer,3,Married,56895,18632,3,No,22,2,3,1,21,1,2,29,6,5,8,0.346969704,0.6,Arjun Mehta,arjun.mehta965@example.com,917000000000.0,
51,No,Non-Travel,1264,Quality Control,3,3,Mechanical Engineering,1,381,4,Female,58,1,3,Milk Processing Operator,1,Divorced,90499,15385,2,No,24,2,1,0,30,1,3,23,9,7,3,0.668480519,0.45,Karan Malhotra,karan.malhotra810@example.com,920000000000.0,
44,No,Rarely,369,Quality Control,45,1,Dairy Science,1,382,2,Female,58,4,4,Maintenance Engineer,1,Divorced,113057,7950,7,No,22,3,4,0,33,3,4,22,3,3,7,0.841167859,0.6,Dev Bose,dev.bose170@example.com,919000000000.0,
59,No,Non-Travel,411,Production,40,3,Mechanical Engineering,1,383,1,Male,122,4,2,Dairy Quality Analyst,4,Single,118151,4926,3,No,21,1,1,0,23,3,2,9,9,4,9,0.311330973,0.55,Ankit Nair,ankit.nair723@example.com,916000000000.0,
20,No,Rarely,238,Farm Operations,7,3,Biotechnology,1,384,2,Male,76,2,2,Packaging Machine Operator,2,Single,41695,9975,3,No,12,2,3,0,8,3,1,3,2,4,14,0.873725874,0.4,Riya Mehta,riya.mehta372@example.com,919000000000.0,
35,No,Non-Travel,568,Quality Control,27,4,Logistics,1,385,3,Female,66,2,3,Cheese Production Technician,4,Married,94893,8966,7,No,22,1,1,1,1,0,1,6,8,6,17,0.423560628,0.5,Kavya Malhotra,kavya.malhotra463@example.com,920000000000.0,
58,No,Frequently,956,Logistics,1,4,Dairy Science,1,386,1,Male,93,4,4,Maintenance Engineer,1,Single,83123,11133,0,No,11,3,1,2,20,4,1,10,12,6,13,0.47391983,0.6,Sahil Patel,sahil.patel217@example.com,919000000000.0,
24,No,Non-Travel,350,Maintenance,27,4,Food Technology,1,387,3,Female,94,3,3,Dairy Lab Technician,4,Single,45176,8587,8,No,10,2,1,1,33,3,1,23,0,6,4,0.307576577,0.55,Ankit Gandhi,ankit.gandhi364@example.com,917000000000.0,
41,Yes,Rarely,1334,Maintenance,16,2,Food Technology,1,388,3,Female,57,3,2,Milk Processing Operator,2,Married,38409,7091,6,Yes,17,1,4,2,26,4,4,21,14,4,8,0.631085274,0.45,Sneha Joshi,sneha.joshi809@example.com,918000000000.0,
48,Yes,Rarely,1270,Quality Control,38,4,Mechanical Engineering,1,389,2,Female,129,3,3,Farm Liaison Officer,3,Divorced,76967,10985,1,No,23,1,3,2,36,1,4,21,14,3,12,0.617494346,0.3,Sahil Iyer,sahil.iyer447@example.com,917000000000.0,
22,No,Rarely,1223,Maintenance,7,2,Logistics,1,390,3,Female,67,4,3,Logistics & Supply Chain Coordinator,3,Divorced,20987,19061,5,No,18,2,3,1,6,0,3,2,10,7,18,0.50958882,0.35,Meera Bose,meera.bose41@example.com,920000000000.0,
31,No,Rarely,936,Maintenance,44,4,Food Technology,1,391,1,Female,82,1,3,Logistics & Supply Chain Coordinator,3,Single,74462,3561,7,No,18,3,3,1,21,1,4,4,9,0,10,0.533263973,0.35,Sahil Kapoor,sahil.kapoor905@example.com,917000000000.0,
45,No,Rarely,268,Production,23,3,Mechanical Engineering,1,392,3,Female,50,2,4,Logistics & Supply Chain Coordinator,3,Divorced,87501,10644,4,Yes,20,4,2,0,3,4,1,25,6,0,11,0.636083113,0.35,Riya Iyer,riya.iyer185@example.com,916000000000.0,
35,No,Rarely,498,Logistics,41,2,Biotechnology,1,393,3,Male,125,1,3,Maintenance Engineer,1,Divorced,116854,16785,5,No,17,1,2,2,13,5,4,1,0,5,2,0.608447574,0.6,Priya Joshi,priya.joshi450@example.com,916000000000.0,
56,No,Rarely,1143,Logistics,11,1,Mechanical Engineering,1,394,2,Male,55,4,2,Cheese Production Technician,1,Single,46015,5656,9,Yes,14,3,3,0,33,5,2,11,6,1,1,0.461984367,0.5,Rohit Sharma,rohit.sharma478@example.com,919000000000.0,
41,No,Rarely,1001,Production,42,2,Mechanical Engineering,1,395,3,Female,90,1,3,Maintenance Engineer,2,Married,114727,18139,7,Yes,10,2,1,0,22,3,2,20,4,11,14,0.81888007,0.6,Sahil Kapoor,sahil.kapoor386@example.com,918000000000.0,
48,No,Non-Travel,495,Production,33,2,Mechanical Engineering,1,396,4,Male,104,3,4,Cold Storage Supervisor,2,Single,86404,2209,5,Yes,18,1,1,1,24,5,3,4,15,2,4,0.667362366,0.4,Riya Joshi,riya.joshi780@example.com,918000000000.0,
33,Yes,Rarely,402,Maintenance,36,1,Dairy Science,1,397,2,Female,54,3,1,Dairy Lab Technician,2,Single,70281,6983,8,No,15,1,3,0,0,1,1,6,7,3,6,0.343784431,0.55,Karan Sharma,karan.sharma899@example.com,916000000000.0,
47,No,Rarely,260,Farm Operations,37,2,Mechanical Engineering,1,398,2,Male,108,1,4,Farm Liaison Officer,2,Single,57146,9141,8,Yes,21,1,4,0,14,5,4,3,1,13,3,0.423932095,0.3,Nisha Gandhi,nisha.gandhi251@example.com,916000000000.0,
24,No,Rarely,1145,Maintenance,41,3,Mechanical Engineering,1,399,1,Male,129,4,3,Farm Liaison Officer,4,Married,68231,12118,8,No,24,3,4,0,31,2,3,29,7,1,4,0.751514671,0.3,Priya Malhotra,priya.malhotra114@example.com,917000000000.0,
49,No,Rarely,1162,Production,17,4,Dairy Science,1,400,1,Male,67,1,1,Dairy Lab Technician,2,Married,49032,18261,5,Yes,16,1,1,1,13,0,3,10,13,9,15,0.273167767,0.55,Sahil Pillai,sahil.pillai78@example.com,919000000000.0,
24,No,Non-Travel,1384,Logistics,35,1,Dairy Science,1,401,1,Female,98,3,3,Dairy Quality Analyst,3,Married,48305,5966,8,No,17,1,1,0,20,4,4,21,3,6,14,0.725162399,0.55,Karan Desai,karan.desai864@example.com,916000000000.0,
31,Yes,Rarely,530,Maintenance,48,4,Biotechnology,1,402,1,Male,131,3,4,Cold Storage Supervisor,3,Married,74306,12069,2,Yes,22,2,2,0,6,3,3,8,14,14,15,0.451189709,0.4,Karan Trivedi,karan.trivedi857@example.com,918000000000.0,
35,No,Frequently,537,Farm Operations,5,3,Logistics,1,403,4,Female,114,4,1,Milk Processing Operator,3,Single,108176,10818,4,Yes,14,1,4,1,35,1,1,3,6,9,3,0.586183732,0.45,Kavya Patel,kavya.patel98@example.com,916000000000.0,
45,No,Non-Travel,838,Maintenance,48,1,Food Technology,1,404,2,Female,132,1,1,Farm Liaison Officer,4,Divorced,38318,12918,1,No,15,3,1,1,20,0,4,26,19,0,5,0.396390682,0.3,Vivek Gandhi,vivek.gandhi995@example.com,919000000000.0,
45,No,Non-Travel,474,Quality Control,32,4,Food Technology,1,405,3,Female,103,3,3,Logistics & Supply Chain Coordinator,2,Single,33246,11650,7,No,21,2,1,1,39,3,2,29,7,2,17,0.8905196,0.35,Riya Patel,riya.patel839@example.com,916000000000.0,
40,Yes,Frequently,1387,Maintenance,3,4,Mechanical Engineering,1,406,1,Male,110,3,3,Maintenance Engineer,3,Married,53844,3250,3,Yes,22,4,3,2,11,1,2,21,10,1,2,0.834088204,0.6,Arjun Reddy,arjun.reddy114@example.com,918000000000.0,
58,No,Non-Travel,518,Production,47,3,Biotechnology,1,407,1,Male,57,1,4,Dairy Quality Analyst,3,Divorced,52602,6758,5,Yes,16,2,2,1,14,5,4,28,1,12,4,0.849914886,0.55,Amit Joshi,amit.joshi273@example.com,917000000000.0,
55,No,Non-Travel,788,Logistics,35,4,Mechanical Engineering,1,408,1,Male,52,1,3,Dairy Lab Technician,3,Single,41584,6363,5,Yes,16,1,4,2,14,4,3,27,8,8,1,0.329342863,0.55,Priya Sharma,priya.sharma996@example.com,918000000000.0,
52,No,Frequently,703,Logistics,14,3,Food Technology,1,409,3,Female,74,2,1,Packaging Machine Operator,3,Divorced,35169,4163,4,No,11,4,4,1,16,2,3,8,5,7,15,0.789183067,0.4,Sahil Iyer,sahil.iyer65@example.com,920000000000.0,
49,No,Frequently,586,Production,48,2,Dairy Science,1,410,1,Female,118,4,2,Milk Processing Operator,1,Married,45968,11815,0,No,23,2,2,1,33,2,2,25,0,2,5,0.574777971,0.45,Ankit Nair,ankit.nair478@example.com,918000000000.0,
56,No,Frequently,1069,Quality Control,31,3,Logistics,1,411,3,Male,104,4,2,Logistics & Supply Chain Coordinator,2,Divorced,26385,3853,6,No,20,1,1,1,34,5,2,11,2,4,14,0.69550144,0.35,Rohit Joshi,rohit.joshi195@example.com,916000000000.0,
42,No,Frequently,1032,Production,31,2,Biotechnology,1,412,2,Female,89,1,4,Farm Liaison Officer,2,Divorced,93758,19137,9,Yes,21,2,4,2,38,4,1,15,9,2,17,0.352252847,0.3,Amit Mehta,amit.mehta990@example.com,916000000000.0,
29,No,Frequently,1214,Maintenance,17,1,Dairy Science,1,413,2,Male,132,4,3,Maintenance Engineer,4,Married,45444,3868,7,No,23,3,4,0,37,0,3,0,4,13,5,0.698389252,0.6,Meera Iyer,meera.iyer297@example.com,919000000000.0,
24,Yes,Rarely,802,Production,24,4,Logistics,1,414,2,Male,131,3,4,Dairy Lab Technician,1,Divorced,82497,18565,0,Yes,10,1,4,1,13,4,1,7,11,10,12,0.839987071,0.55,Sahil Reddy,sahil.reddy258@example.com,920000000000.0,
55,No,Rarely,890,Production,23,3,Biotechnology,1,415,4,Male,99,1,2,Milk Processing Operator,4,Single,25362,19897,9,Yes,17,3,3,2,4,5,2,0,0,12,12,0.38723697,0.45,Priya Malhotra,priya.malhotra555@example.com,917000000000.0,
53,No,Rarely,693,Quality Control,18,3,Biotechnology,1,416,3,Male,144,1,2,Packaging Machine Operator,3,Divorced,119254,17568,6,No,14,1,2,1,29,1,2,19,8,11,0,0.363351896,0.4,Ankit Malhotra,ankit.malhotra959@example.com,918000000000.0,
50,Yes,Rarely,689,Maintenance,14,4,Food Technology,1,417,1,Female,82,1,3,Dairy Quality Analyst,4,Single,28250,11094,3,No,19,3,4,0,3,0,2,18,12,10,15,0.273090184,0.55,Kavya Malhotra,kavya.malhotra999@example.com,918000000000.0,
29,No,Rarely,920,Farm Operations,15,4,Dairy Science,1,418,1,Male,67,2,1,Farm Liaison Officer,3,Divorced,88354,7238,5,Yes,24,4,2,2,14,2,2,3,18,11,3,0.386764673,0.3,Kavya Trivedi,kavya.trivedi218@example.com,919000000000.0,
38,No,Rarely,1296,Farm Operations,15,1,Biotechnology,1,419,1,Male,106,4,3,Maintenance Engineer,3,Divorced,56368,9089,8,No,11,3,1,1,38,5,1,13,6,10,16,0.575054583,0.6,Meera Sharma,meera.sharma386@example.com,918000000000.0,
51,No,Frequently,708,Logistics,6,1,Biotechnology,1,420,1,Male,65,2,2,Logistics & Supply Chain Coordinator,2,Married,64109,7280,4,No,12,2,2,1,34,1,2,22,15,5,17,0.782901404,0.35,Priya Mehta,priya.mehta549@example.com,919000000000.0,
20,No,Rarely,589,Production,27,3,Logistics,1,421,4,Male,129,3,1,Dairy Lab Technician,2,Married,100589,6244,7,No,15,1,3,1,9,5,4,28,7,4,15,0.395160184,0.55,Riya Desai,riya.desai277@example.com,918000000000.0,
24,No,Non-Travel,494,Logistics,15,1,Food Technology,1,422,1,Male,87,4,4,Dairy Lab Technician,2,Single,77645,4164,4,No,19,2,3,0,1,3,3,13,18,10,0,0.634801072,0.55,Amit Kapoor,amit.kapoor345@example.com,919000000000.0,
23,No,Rarely,995,Quality Control,36,2,Mechanical Engineering,1,423,4,Male,90,2,2,Dairy Quality Analyst,2,Married,76997,17149,1,No,15,3,2,2,23,3,2,8,6,1,5,0.535713489,0.55,Sneha Iyer,sneha.iyer667@example.com,918000000000.0,
35,No,Rarely,1064,Farm Operations,8,1,Food Technology,1,424,3,Male,56,1,4,Cheese Production Technician,2,Married,47426,16088,3,No,17,1,3,1,27,3,3,8,3,13,10,0.402005328,0.5,Riya Mehta,riya.mehta807@example.com,919000000000.0,
43,No,Frequently,748,Production,15,1,Mechanical Engineering,1,425,2,Female,127,2,1,Cheese Production Technician,1,Married,59023,4821,1,No,14,3,4,1,21,2,2,25,9,9,5,0.557251357,0.5,Dev Gandhi,dev.gandhi970@example.com,920000000000.0,
35,No,Frequently,848,Quality Control,3,3,Dairy Science,1,426,1,Female,102,1,4,Logistics & Supply Chain Coordinator,2,Married,79267,12473,6,No,14,4,3,2,31,4,1,16,0,7,16,0.317573677,0.35,Amit Kapoor,amit.kapoor527@example.com,919000000000.0,
21,No,Rarely,767,Quality Control,47,2,Dairy Science,1,427,2,Female,112,2,2,Packaging Machine Operator,4,Married,44892,15686,6,Yes,16,4,1,0,30,0,3,14,16,5,3,0.647704292,0.4,Ankit Gandhi,ankit.gandhi472@example.com,919000000000.0,
47,No,Non-Travel,1410,Production,13,1,Biotechnology,1,428,3,Female,138,2,3,Dairy Lab Technician,3,Single,79232,11762,2,No,19,4,2,0,18,2,1,9,12,13,13,0.280963905,0.55,Kavya Trivedi,kavya.trivedi925@example.com,918000000000.0,
51,No,Non-Travel,1052,Quality Control,41,2,Dairy Science,1,429,3,Male,81,2,4,Dairy Lab Technician,2,Single,114897,7969,6,Yes,22,3,2,0,20,1,2,16,18,14,13,0.711686368,0.55,Pooja Reddy,pooja.reddy462@example.com,917000000000.0,
46,No,Rarely,969,Production,34,2,Biotechnology,1,430,1,Female,87,1,2,Dairy Lab Technician,1,Married,79225,14178,0,Yes,23,3,1,0,2,1,4,8,12,2,19,0.324398875,0.55,Kavya Desai,kavya.desai780@example.com,916000000000.0,
39,No,Rarely,644,Production,24,2,Food Technology,1,431,3,Female,71,2,2,Dairy Quality Analyst,4,Married,36007,8168,0,No,24,4,1,0,5,3,4,3,8,12,7,0.898711407,0.55,Priya Reddy,priya.reddy837@example.com,916000000000.0,
43,No,Non-Travel,562,Maintenance,40,4,Dairy Science,1,432,2,Female,65,4,1,Cheese Production Technician,4,Single,99777,19097,8,Yes,14,3,1,1,31,0,4,27,4,14,1,0.776570816,0.5,Amit Pillai,amit.pillai651@example.com,919000000000.0,
31,No,Frequently,322,Logistics,32,4,Food Technology,1,433,1,Male,101,4,2,Cold Storage Supervisor,3,Divorced,64858,16096,5,No,24,2,1,1,1,3,4,28,0,12,4,0.440688213,0.4,Sneha Trivedi,sneha.trivedi672@example.com,919000000000.0,
54,No,Frequently,1411,Quality Control,32,4,Food Technology,1,434,4,Female,78,4,3,Milk Processing Operator,4,Single,65073,9203,4,No,18,3,4,1,23,1,4,13,1,0,3,0.498343341,0.45,Amit Reddy,amit.reddy963@example.com,918000000000.0,
52,No,Non-Travel,941,Quality Control,30,4,Dairy Science,1,435,1,Female,65,1,3,Dairy Quality Analyst,4,Divorced,109438,5545,5,No,15,2,3,2,26,1,1,2,10,4,9,0.381433715,0.55,Arjun Sharma,arjun.sharma917@example.com,919000000000.0,
52,Yes,Rarely,879,Maintenance,49,3,Food Technology,1,436,2,Male,125,1,4,Farm Liaison Officer,4,Married,110042,2863,5,Yes,16,4,3,0,8,4,4,28,3,11,19,0.736980193,0.3,Ankit Bose,ankit.bose744@example.com,917000000000.0,
56,No,Rarely,619,Maintenance,13,1,Dairy Science,1,437,1,Female,66,4,4,Packaging Machine Operator,4,Married,103098,18148,0,Yes,21,3,4,2,12,4,2,24,8,10,2,0.466508879,0.4,Meera Iyer,meera.iyer628@example.com,917000000000.0,
31,No,Rarely,1475,Maintenance,1,4,Dairy Science,1,438,1,Male,113,4,4,Packaging Machine Operator,1,Single,40239,19809,4,No,17,4,1,0,13,4,1,20,4,1,15,0.728629857,0.4,Sahil Kapoor,sahil.kapoor852@example.com,917000000000.0,
22,No,Frequently,291,Farm Operations,34,3,Dairy Science,1,439,2,Female,140,4,4,Milk Processing Operator,3,Married,82969,2653,8,No,22,1,2,0,10,3,1,11,4,12,9,0.212881088,0.45,Karan Kapoor,karan.kapoor985@example.com,917000000000.0,
20,Yes,Frequently,262,Farm Operations,15,1,Mechanical Engineering,1,440,1,Male,138,3,3,Packaging Machine Operator,2,Divorced,33065,10129,3,Yes,14,3,2,2,13,5,4,21,7,1,14,0.294934672,0.4,Meera Sharma,meera.sharma191@example.com,920000000000.0,
52,No,Frequently,711,Farm Operations,44,4,Food Technology,1,441,1,Female,62,4,1,Packaging Machine Operator,4,Divorced,61291,2443,2,Yes,23,3,2,1,15,0,3,0,1,8,3,0.455482034,0.4,Dev Malhotra,dev.malhotra556@example.com,920000000000.0,
59,No,Rarely,1362,Production,14,1,Logistics,1,442,2,Female,121,2,4,Cold Storage Supervisor,1,Single,58805,7106,0,No,20,4,1,2,9,4,2,0,6,10,0,0.276235973,0.4,Karan Pillai,karan.pillai759@example.com,917000000000.0,
29,No,Rarely,1408,Quality Control,29,4,Dairy Science,1,443,3,Female,105,3,1,Packaging Machine Operator,3,Divorced,118831,6436,1,Yes,13,4,4,1,19,2,1,12,16,12,14,0.620789595,0.4,Kavya Nair,kavya.nair71@example.com,919000000000.0,
48,No,Rarely,1428,Logistics,34,3,Food Technology,1,444,2,Male,54,3,2,Dairy Lab Technician,2,Single,38443,11472,2,No,24,4,4,0,15,4,2,13,10,14,9,0.235582469,0.55,Nisha Sharma,nisha.sharma51@example.com,917000000000.0,
32,No,Frequently,971,Production,18,2,Biotechnology,1,445,1,Female,61,1,2,Dairy Quality Analyst,3,Single,29290,5039,3,No,21,1,4,1,33,3,3,15,14,9,19,0.801834096,0.55,Dev Pillai,dev.pillai96@example.com,919000000000.0,
31,No,Frequently,1437,Quality Control,7,2,Dairy Science,1,446,4,Male,90,2,4,Cheese Production Technician,1,Divorced,20211,10291,6,No,24,1,3,0,15,0,1,6,2,6,17,0.732915599,0.5,Riya Trivedi,riya.trivedi768@example.com,917000000000.0,
50,Yes,Rarely,455,Quality Control,29,1,Dairy Science,1,447,4,Male,52,1,2,Packaging Machine Operator,1,Divorced,103634,12278,5,No,17,4,3,0,13,4,2,9,12,5,15,0.351379535,0.4,Vivek Nair,vivek.nair351@example.com,917000000000.0,
21,No,Non-Travel,334,Maintenance,31,3,Logistics,1,448,2,Male,148,1,1,Logistics & Supply Chain Coordinator,1,Divorced,39072,18285,7,Yes,21,3,3,1,27,0,4,14,17,14,8,0.538654334,0.35,Ankit Reddy,ankit.reddy515@example.com,919000000000.0,
54,No,Rarely,1074,Maintenance,25,2,Mechanical Engineering,1,449,4,Male,82,2,1,Logistics & Supply Chain Coordinator,4,Divorced,63290,15944,8,No,19,3,3,0,17,2,1,7,19,12,18,0.516269155,0.35,Arjun Rana,arjun.rana548@example.com,916000000000.0,
42,No,Non-Travel,1021,Production,38,4,Mechanical Engineering,1,450,1,Female,135,1,2,Logistics & Supply Chain Coordinator,1,Divorced,105186,4737,5,No,18,4,2,1,25,1,1,10,19,0,16,0.707405231,0.35,Karan Trivedi,karan.trivedi122@example.com,919000000000.0,
